task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
10010,"Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures..",1,5245,Service Station Attendants,0.6556180119514465,0.6556180119514465,5245,0.004778146743774414,True
10011,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks..",1,5245,Service Station Attendants,0.6903202533721924,0.6903202533721924,5245,0.037478625774383545,True
10012,"Remove damaged exterior panels, and repair and replace structural frame members..",1,8322,"Car, Taxi and Van Drivers",0.6583003401756287,0.6583003401756287,8322,0.010145604610443115,True
10013,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary..",1,8322,"Car, Taxi and Van Drivers",0.635076642036438,0.635076642036438,8322,0.000316619873046875,True
10014,"Repair leaks with caulking compound or replace pipes, using pipe wrenches..",1,7231,Motor Vehicle Mechanics and Repairers,0.6381075382232666,0.6381075382232666,7231,0.010109782218933105,True
10015,"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes..",1,5245,Service Station Attendants,0.6665104031562805,0.6665104031562805,5245,0.02278721332550049,True
10016,"Reset hardware, using chisels, mallets, and screwdrivers..",1,7231,Motor Vehicle Mechanics and Repairers,0.6411683559417725,0.6411683559417725,7231,0.03458625078201294,True
10017,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers..",1,5245,Service Station Attendants,0.6359254121780396,0.6359254121780396,5245,0.009433507919311523,True
10018,"Inspect or test wiring installations, assemblies, or circuits for resistance factors or for operation, and record results..",1,8212,Electrical and Electronic Equipment Assemblers,0.8668581247329712,0.8668581247329712,8212,0.0675128698348999,True
10019,"Assemble electrical or electronic systems or support structures and install components, units, subassemblies, wiring, or assembly casings, using rivets, bolts, soldering or micro-welding equipment..",1,8212,Electrical and Electronic Equipment Assemblers,0.9026541709899902,0.9026541709899902,8212,0.08442676067352295,True
1002,"Develop, administer, and evaluate applicant tests..",1,1212,Human Resource Managers,0.8072828054428101,0.8072828054428101,1212,0.14337867498397827,True
10020,"Adjust, repair, or replace electrical or electronic components to correct defects and to ensure conformance to specifications..",1,8212,Electrical and Electronic Equipment Assemblers,0.8960975408554077,0.8960975408554077,8212,0.053208231925964355,True
10021,"Clean parts, using cleaning solutions, air hoses, and cloths..",1,8212,Electrical and Electronic Equipment Assemblers,0.8478880524635315,0.8478880524635315,8212,0.07184076309204102,True
10022,"Read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions..",1,8212,Electrical and Electronic Equipment Assemblers,0.8870074152946472,0.8870074152946472,8212,0.07672935724258423,True
10023,Mark and tag components so that stock inventory can be tracked and identified..,1,8212,Electrical and Electronic Equipment Assemblers,0.8624504804611206,0.8624504804611206,8212,0.06535696983337402,True
10024,"Position, align, or adjust workpieces or electrical parts to facilitate wiring or assembly..",1,8212,Electrical and Electronic Equipment Assemblers,0.9017723798751831,0.9017723798751831,8212,0.09617263078689575,True
10025,"Pack finished assemblies for shipment, and transport them to storage areas, using hoists or handtrucks..",1,8212,Electrical and Electronic Equipment Assemblers,0.852458119392395,0.852458119392395,8212,0.05266368389129639,True
10026,Confer with supervisors or engineers to plan or review work activities or to resolve production problems..,1,8212,Electrical and Electronic Equipment Assemblers,0.8619577884674072,0.8619577884674072,8212,0.0848684310913086,True
10027,Explain assembly procedures or techniques to other workers..,1,8212,Electrical and Electronic Equipment Assemblers,0.8617709279060364,0.8617709279060364,8212,0.0566447377204895,True
10028,Measure and adjust voltages to specified values to determine operational accuracy of instruments..,1,8212,Electrical and Electronic Equipment Assemblers,0.8558705449104309,0.8558705449104309,8212,0.07340818643569946,True
10029,"Fabricate or form parts, coils, or structures according to specifications, using drills, calipers, cutters, or saws..",1,8212,Electrical and Electronic Equipment Assemblers,0.8868078589439392,0.8868078589439392,8212,0.07980227470397949,True
1003,"Oversee the evaluation, classification, and rating of occupations and job positions..",1,1212,Human Resource Managers,0.8291716575622559,0.8291716575622559,1212,0.12474817037582397,True
10030,"Drill or tap holes in specified equipment locations to mount control units or to provide openings for elements, wiring, or instruments..",1,8212,Electrical and Electronic Equipment Assemblers,0.8756105303764343,0.8756105303764343,8212,0.06895053386688232,True
10031,"Complete, review, or maintain production, time, or component waste reports..",1,8212,Electrical and Electronic Equipment Assemblers,0.8701242208480835,0.8701242208480835,8212,0.04395008087158203,True
10033,"Instruct customers in the installation, repair, or maintenance of products..",1,8212,Electrical and Electronic Equipment Assemblers,0.8792514801025391,0.8792514801025391,8212,0.07530772686004639,True
10034,"Distribute materials, supplies, or subassemblies to work areas..",1,8212,Electrical and Electronic Equipment Assemblers,0.8617867231369019,0.8617867231369019,8212,0.06056559085845947,True
10035,"Position, align, fit, and weld parts to form complete units or subunits, following blueprints and layout specifications, and using jigs, welding torches, and hand tools..",1,7222,Toolmakers and Related Workers,0.7761844396591187,0.7761844396591187,7222,0.0009407997131347656,True
10036,"Verify conformance of workpieces to specifications, using squares, rulers, and measuring tapes..",1,7213,Sheet Metal Workers,0.7188944220542908,0.7188944220542908,7213,0.001325070858001709,True
10037,Tack-weld fitted parts together..,1,7214,Structural Metal Preparers and Erectors,0.7193201780319214,0.7193201780319214,7214,0.019842147827148438,True
10038,Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met..,1,7213,Sheet Metal Workers,0.7823271751403809,0.7823271751403809,7213,0.02367103099822998,True
10039,"Align and fit parts according to specifications, using jacks, turnbuckles, wedges, drift pins, pry bars, and hammers..",1,7222,Toolmakers and Related Workers,0.7219477891921997,0.7219477891921997,7222,0.0072983503341674805,True
1004,"Study legislation, arbitration decisions, and collective bargaining contracts to assess industry trends..",1,1212,Human Resource Managers,0.7858926653862,0.7858926653862,1212,0.15242892503738403,True
10040,"Locate and mark workpiece bending and cutting lines, allowing for stock thickness, machine and welding shrinkage, and other component specifications..",1,7222,Toolmakers and Related Workers,0.7483252286911011,0.7483252286911011,7222,0.005193352699279785,True
10041,"Position or tighten braces, jacks, clamps, ropes, or bolt straps, or bolt parts in position for welding or riveting..",1,7214,Structural Metal Preparers and Erectors,0.7962547540664673,0.7962547540664673,7214,0.05706566572189331,True
10042,Study engineering drawings and blueprints to determine materials requirements and task sequences..,1,7213,Sheet Metal Workers,0.7442677617073059,0.7442677617073059,7213,0.009010493755340576,True
10043,"Move parts into position, manually or with hoists or cranes..",1,7214,Structural Metal Preparers and Erectors,0.7778216600418091,0.7778216600418091,7214,0.05869024991989136,True
10044,"Set up and operate fabricating machines, such as brakes, rolls, shears, flame cutters, grinders, and drill presses, to bend, cut, form, punch, drill, or otherwise form and assemble metal components..",1,7213,Sheet Metal Workers,0.7752478122711182,0.7752478122711182,7213,0.004789233207702637,True
10045,"Hammer, chip, and grind workpieces to cut, bend, and straighten metal..",1,7213,Sheet Metal Workers,0.7765303254127502,0.7765303254127502,7213,0.0014213323593139648,True
10046,"Smooth workpiece edges and fix taps, tubes, and valves..",1,7222,Toolmakers and Related Workers,0.7286239266395569,0.7286239266395569,7222,0.002343595027923584,True
10047,"Design and construct templates and fixtures, using hand tools..",1,7214,Structural Metal Preparers and Erectors,0.7449259757995605,0.7449259757995605,7214,0.009382247924804688,True
10048,"Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers..",1,7214,Structural Metal Preparers and Erectors,0.7269180417060852,0.7269180417060852,7214,0.029191672801971436,True
10049,"Mark reference points onto floors or face blocks and transpose them to workpieces, using measuring devices, squares, chalk, and soapstone..",1,7214,Structural Metal Preparers and Erectors,0.7369959354400635,0.7369959354400635,7214,0.0039031505584716797,True
1005,"Develop or administer special projects in areas such as pay equity, savings bond programs, day care, and employee awards..",1,1212,Human Resource Managers,0.8292238116264343,0.8292238116264343,1212,0.1256566047668457,True
10050,"Set up face blocks, jigs, and fixtures..",1,7214,Structural Metal Preparers and Erectors,0.7311626672744751,0.7311626672744751,7214,0.019095122814178467,True
10051,"Remove high spots and cut bevels, using hand files, portable grinders, and cutting torches..",1,7214,Structural Metal Preparers and Erectors,0.7143872976303101,0.7143872976303101,7214,0.006010532379150391,True
10052,Direct welders to build up low spots or short pieces with weld..,1,7214,Structural Metal Preparers and Erectors,0.7427597045898438,0.7427597045898438,7214,0.006425082683563232,True
10053,"Lift or move materials and finished products, using large cranes..",1,7214,Structural Metal Preparers and Erectors,0.787857174873352,0.787857174873352,7214,0.04711329936981201,True
10054,"Heat-treat parts, using acetylene torches..",1,7213,Sheet Metal Workers,0.7693963050842285,0.7693963050842285,7213,0.039080262184143066,True
10055,"Preheat workpieces to make them malleable, using hand torches or furnaces..",1,7214,Structural Metal Preparers and Erectors,0.7372152805328369,0.7372152805328369,7214,0.013209223747253418,True
10056,"Install boilers, containers, and other structures..",1,7214,Structural Metal Preparers and Erectors,0.7510566711425781,0.7510566711425781,7214,0.011324524879455566,True
10057,Erect ladders and scaffolding to fit together large assemblies..,1,7214,Structural Metal Preparers and Erectors,0.7784880995750427,0.7784880995750427,7214,0.06928783655166626,True
10058,"Observe, feel, taste, or otherwise examine products during and after processing to ensure conformance to standards..",1,8160,Food and Related Products Machine Operators,0.8051873445510864,0.8051873445510864,8160,0.14553755521774292,True
10059,"Observe temperature, humidity, pressure gauges, and product samples and adjust controls, such as thermostats and valves, to maintain prescribed operating conditions for specific stages..",1,8160,Food and Related Products Machine Operators,0.7836993932723999,0.7836993932723999,8160,0.09554636478424072,True
1006,Provide terminated employees with outplacement or relocation assistance..,1,1212,Human Resource Managers,0.7909073829650879,0.7909073829650879,1212,0.14707374572753906,True
10060,"Operate or tend equipment that roasts, bakes, dries, or cures food items such as cocoa and coffee beans, grains, nuts, and bakery products..",1,8160,Food and Related Products Machine Operators,0.808829665184021,0.808829665184021,8160,0.1625799536705017,True
10061,"Set temperature and time controls, light ovens, burners, driers, or roasters, and start equipment, such as conveyors, cylinders, blowers, driers, or pumps..",1,8160,Food and Related Products Machine Operators,0.7764806151390076,0.7764806151390076,8160,0.14747941493988037,True
10062,"Observe flow of materials and listen for machine malfunctions, such as jamming or spillage, and notify supervisors if corrective actions fail..",1,8160,Food and Related Products Machine Operators,0.7905259728431702,0.7905259728431702,8160,0.0940895676612854,True
10063,"Record production data, such as weight and amount of product processed, type of product, and time and temperature of processing..",1,8160,Food and Related Products Machine Operators,0.8010903596878052,0.8010903596878052,8160,0.14827477931976318,True
10064,"Weigh or measure products, using scale hoppers or scale conveyors..",1,8160,Food and Related Products Machine Operators,0.8000046610832214,0.8000046610832214,8160,0.11336994171142578,True
10065,"Read work orders to determine quantities and types of products to be baked, dried, or roasted..",1,8160,Food and Related Products Machine Operators,0.757941484451294,0.757941484451294,8160,0.11510556936264038,True
10066,Take product samples during or after processing for laboratory analyses..,1,8160,Food and Related Products Machine Operators,0.7789329886436462,0.7789329886436462,8160,0.1420469880104065,True
10067,"Fill or remove product from trays, carts, hoppers, or equipment, using scoops, peels, or shovels, or by hand..",1,8160,Food and Related Products Machine Operators,0.8029017448425293,0.8029017448425293,8160,0.13976269960403442,True
10068,"Open valves, gates, or chutes or use shovels to load or remove products from ovens or other equipment..",1,8160,Food and Related Products Machine Operators,0.7645131945610046,0.7645131945610046,8160,0.13325542211532593,True
10069,"Clean equipment with steam, hot water, and hoses..",1,8160,Food and Related Products Machine Operators,0.7547876238822937,0.7547876238822937,8160,0.11769306659698486,True
1007,"Contract with vendors to provide employee services, such as food service, transportation, or relocation service..",1,1212,Human Resource Managers,0.8096011281013489,0.8096011281013489,1212,0.1487395167350769,True
10070,"Clear or dislodge blockages in bins, screens, or other equipment, using poles, brushes, or mallets..",1,8160,Food and Related Products Machine Operators,0.7580795288085938,0.7580795288085938,8160,0.10908037424087524,True
10071,"Push racks or carts to transfer products to storage, cooling stations, or the next stage of processing..",1,8160,Food and Related Products Machine Operators,0.7783803939819336,0.7783803939819336,8160,0.09186279773712158,True
10072,Start conveyors to move roasted grain to cooling pans and agitate grain with rakes as blowers force air through perforated bottoms of pans..,1,8160,Food and Related Products Machine Operators,0.7536432147026062,0.7536432147026062,8160,0.14782315492630005,True
10073,"Smooth out products in bins, pans, trays, or conveyors, using rakes or shovels..",1,8160,Food and Related Products Machine Operators,0.7811381220817566,0.7811381220817566,8160,0.14376527070999146,True
10074,"Install equipment, such as spray units, cutting blades, or screens, using hand tools..",1,8160,Food and Related Products Machine Operators,0.7579066157341003,0.7579066157341003,8160,0.10046547651290894,True
10075,"Test products for moisture content, using moisture meters..",1,8160,Food and Related Products Machine Operators,0.7515486478805542,0.7515486478805542,8160,0.11717665195465088,True
10076,Signal coworkers to synchronize flow of materials..,1,8160,Food and Related Products Machine Operators,0.7252858877182007,0.7252858877182007,8160,0.09500086307525635,True
10078,Measure and inspect machined parts to ensure conformance to product specifications..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8306118249893188,0.8306118249893188,7221,0.03286868333816528,True
10079,Read work orders or blueprints to determine specified tolerances and sequences of operations for machine setup..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8150432109832764,0.8150432109832764,7221,0.02877640724182129,True
1008,Conduct orientation sessions and arrange on-the-job training for new hires..,1,2424,Training and Staff Development Professionals,0.8491805791854858,0.8491805791854858,2424,0.1715652346611023,True
10080,"Start machines to produce sample workpieces, and observe operations to detect machine malfunctions and to verify that machine setups conform to specifications..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8287586569786072,0.8287586569786072,7221,0.014474809169769287,True
10081,Remove dies from machines when production runs are finished..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.7953103184700012,0.7953103184700012,7221,0.06115049123764038,True
10082,Turn handles or knobs to set pressures and depths of ram strokes and to synchronize machine operations..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.7959752082824707,0.7959752082824707,7221,0.0056801438331604,True
10083,Confer with other workers about machine setups and operational specifications..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.7976452708244324,0.7976452708244324,7221,0.004063725471496582,True
10084,"Repair, maintain, and replace parts on dies..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.818814754486084,0.818814754486084,7221,0.037983596324920654,True
10085,"Set up, operate, or tend presses and forging machines to perform hot or cold forging by flattening, straightening, bending, cutting, piercing, or other operations to taper, shape, or form metal..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.832809329032898,0.832809329032898,7221,0.07100975513458252,True
10086,Position and move metal wires or workpieces through a series of dies that compress and shape stock to form die impressions..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8552309274673462,0.8552309274673462,7221,0.06776946783065796,True
10087,"Install, adjust, and remove dies, synchronizing cams, forging hammers, and stop guides, using overhead cranes or other hoisting devices, and hand tools..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8304641246795654,0.8304641246795654,7221,0.06254816055297852,True
10088,"Select, align, and bolt positioning fixtures, stops, and specified dies to rams and anvils, forging rolls, or presses and hammers..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8417658805847168,0.8417658805847168,7221,0.06007117033004761,True
10089,Trim and compress finished forgings to specified tolerances..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8098233938217163,0.8098233938217163,7221,0.10047441720962524,True
1009,"Evaluate instructor performance and the effectiveness of training programs, providing recommendations for improvement..",1,2424,Training and Staff Development Professionals,0.8288193941116333,0.8288193941116333,2424,0.14939790964126587,True
10090,"Sharpen cutting tools and drill bits, using bench grinders..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.808312714099884,0.808312714099884,7221,0.05121797323226929,True
10091,"Adjust and correct machine set-ups to reduce thicknesses, reshape products, and eliminate product defects..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7770336866378784,0.7770336866378784,7223,0.0557553768157959,True
10092,Monitor machine cycles and mill operation to detect jamming and to ensure that products conform to specifications..,1,7223,Metal Working Machine Tool Setters and  Operators,0.7675751447677612,0.7675751447677612,7223,0.023736953735351562,True
10093,"Examine, inspect, and measure raw materials and finished products to verify conformance to specifications..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7810263633728027,0.7810263633728027,7223,0.002145528793334961,True
10094,"Read rolling orders, blueprints, and mill schedules to determine setup specifications, work sequences, product dimensions, and installation procedures..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7411679029464722,0.7411679029464722,7223,0.042865097522735596,True
10095,"Manipulate controls and observe dial indicators to monitor, adjust, and regulate speeds of machine mechanisms..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7813536524772644,0.7813536524772644,7223,0.060293614864349365,True
10096,"Start operation of rolling and milling machines to flatten, temper, form, and reduce sheet metal sections and to produce steel strips..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7615326642990112,0.7615326642990112,7223,0.0729902982711792,True
10097,"Set distance points between rolls, guides, meters, and stops, according to specifications..",1,7223,Metal Working Machine Tool Setters and  Operators,0.6916942596435547,0.6916942596435547,7223,0.0633549690246582,True
10098,"Thread or feed sheets or rods through rolling mechanisms, or start and control mechanisms that automatically feed steel into rollers..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7407246232032776,0.7407246232032776,7223,0.048227906227111816,True
10099,"Position, align, and secure arbors, spindles, coils, mandrels, dies, and slitting knives..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7983696460723877,0.7983696460723877,7223,0.05498504638671875,True
101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts..",1,2424,Training and Staff Development Professionals,0.8488338589668274,0.8488338589668274,2424,0.11316198110580444,True
1010,Develop testing and evaluation procedures..,1,2424,Training and Staff Development Professionals,0.7932072281837463,0.7932072281837463,2424,0.1390809416770935,True
10100,"Direct and train other workers to change rolls, operate mill equipment, remove coils and cobbles, and band and load material..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7494226694107056,0.7494226694107056,7223,0.011750400066375732,True
10101,"Fill oil cups, adjust valves, and observe gauges to control flow of metal coolants and lubricants onto workpieces..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7884976267814636,0.7884976267814636,7223,0.041557371616363525,True
10102,Record mill production on schedule sheets..,1,7223,Metal Working Machine Tool Setters and  Operators,0.71502286195755,0.71502286195755,7223,0.020552098751068115,True
10103,"Install equipment such as guides, guards, gears, cooling equipment, and rolls, using hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.741445779800415,0.741445779800415,7223,0.00964057445526123,True
10104,"Signal and assist other workers to remove and position equipment, fill hoppers, and feed materials into machines..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.7975414991378784,0.7975414991378784,9329,0.018493056297302246,True
10105,Calculate draft space and roll speed for each mill stand to plan rolling sequences and specified dimensions and tempers..,1,7223,Metal Working Machine Tool Setters and  Operators,0.6849711537361145,0.6849711537361145,7223,0.03880244493484497,True
10106,"Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabricate products..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7350236177444458,0.7350236177444458,7223,0.05549502372741699,True
10107,Activate shears and grinders to trim workpieces..,1,7223,Metal Working Machine Tool Setters and  Operators,0.7968106269836426,0.7968106269836426,7223,0.07994198799133301,True
10108,"Remove scratches and polish roll surfaces, using polishing stones and electric buffers..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7181812524795532,0.7181812524795532,7223,0.006985843181610107,True
10109,"Disassemble sizing mills removed from rolling lines, and sort and store parts..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7220684289932251,0.7220684289932251,7223,0.01967465877532959,True
1011,Conduct or arrange for ongoing technical training and personal development classes for staff members..,1,2424,Training and Staff Development Professionals,0.8668774366378784,0.8668774366378784,2424,0.17725151777267456,True
10110,"Measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8422392010688782,0.8422392010688782,7223,0.08423835039138794,True
10111,"Examine completed workpieces for defects, such as chipped edges or marred surfaces and sort defective pieces according to types of flaws..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8360850214958191,0.8360850214958191,7223,0.07176434993743896,True
10112,"Read work orders or production schedules to determine specifications, such as materials to be used, locations of cutting lines, or dimensions and tolerances..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8130191564559937,0.8130191564559937,7223,0.032385289669036865,True
10113,"Load workpieces, plastic material, or chemical solutions into machines..",1,7223,Metal Working Machine Tool Setters and  Operators,0.826833188533783,0.826833188533783,7223,0.07527101039886475,True
10114,"Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8517913818359375,0.8517913818359375,7223,0.07110351324081421,True
10115,"Start machines, monitor their operations, and record operational data..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8172172904014587,0.8172172904014587,7223,0.05423182249069214,True
10116,"Test and adjust machine speeds or actions, according to product specifications, using gauges and hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8250405788421631,0.8250405788421631,7223,0.06292110681533813,True
10117,"Install, align, and lock specified punches, dies, cutting blades, or other fixtures in rams or beds of machines, using gauges, templates, feelers, shims, and hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8034092783927917,0.8034092783927917,7223,0.041719019412994385,True
10118,Clean and lubricate machines..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8172978162765503,0.8172978162765503,7223,0.04136037826538086,True
10119,"Position, align, and secure workpieces against fixtures or stops on machine beds or on dies..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8391700983047485,0.8391700983047485,7223,0.06767737865447998,True
1012,"Confer with management and conduct surveys to identify training needs based on projected production processes, changes, and other factors..",1,2424,Training and Staff Development Professionals,0.829395055770874,0.829395055770874,2424,0.18770861625671387,True
10120,"Scribe reference lines on workpieces as guides for cutting operations, according to blueprints, templates, sample parts, or specifications..",1,7223,Metal Working Machine Tool Setters and  Operators,0.817136287689209,0.817136287689209,7223,0.054399073123931885,True
10121,"Set blade tensions, heights, and angles to perform prescribed cuts, using wrenches..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8106478452682495,0.8106478452682495,7223,0.03475600481033325,True
10122,"Adjust ram strokes of presses to specified lengths, using hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7838197350502014,0.7838197350502014,7223,0.06348598003387451,True
10123,"Place workpieces on cutting tables, manually or using hoists, cranes, or sledges..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8190139532089233,0.8190139532089233,7223,0.04016602039337158,True
10124,"Position guides, stops, holding blocks, or other fixtures to secure and direct workpieces, using hand tools and measuring devices..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8383121490478516,0.8383121490478516,7223,0.057459890842437744,True
10125,Thread ends of metal coils from reels through slitters and secure ends on recoilers..,1,7223,Metal Working Machine Tool Setters and  Operators,0.794255793094635,0.794255793094635,7223,0.05749785900115967,True
10126,Turn valves to start flow of coolant against cutting areas or to start airflow that blows cuttings away from kerfs..,1,7223,Metal Working Machine Tool Setters and  Operators,0.7754516005516052,0.7754516005516052,7223,0.048526644706726074,True
10127,"Set stops on machine beds, change dies, and adjust components, such as rams or power presses, when making multiple or successive passes..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8151257038116455,0.8151257038116455,7223,0.06375348567962646,True
10128,Lubricate workpieces with oil..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8291743993759155,0.8291743993759155,7223,0.08783280849456787,True
10129,"Replace defective blades or wheels, using hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7820256948471069,0.7820256948471069,7223,0.05048871040344238,True
1013,"Develop and organize training manuals, multimedia visual aids, and other educational materials..",1,2424,Training and Staff Development Professionals,0.8511238694190979,0.8511238694190979,2424,0.130803644657135,True
10130,Mark identifying data on workpieces..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8063568472862244,0.8063568472862244,7223,0.07868260145187378,True
10131,"Turn controls to set cutting speeds, feed rates, or table angles for specified operations..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7989221215248108,0.7989221215248108,7223,0.02959972620010376,True
10132,"Plan sequences of operations, applying knowledge of physical properties of workpiece materials..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8349606394767761,0.8349606394767761,7223,0.06787002086639404,True
10133,"Hand-form, cut, or finish workpieces, using tools such as table saws, hand sledges, or anvils..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8317698240280151,0.8317698240280151,7223,0.045467257499694824,True
10134,"Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks..",1,7223,Metal Working Machine Tool Setters and  Operators,0.787195086479187,0.787195086479187,7223,0.04344737529754639,True
10135,"Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8086382746696472,0.8086382746696472,7223,0.051924705505371094,True
10136,"Remove housings, feed tubes, tool holders, or other accessories to replace worn or broken parts, such as springs or bushings..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8117444515228271,0.8117444515228271,7223,0.06157594919204712,True
