task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
10046,"Smooth workpiece edges and fix taps, tubes, and valves..",1,7214,Structural Metal Preparers and Erectors,0.875529944896698,0.875529944896698,7214,0.037452638149261475,True
10047,"Design and construct templates and fixtures, using hand tools..",1,7214,Structural Metal Preparers and Erectors,0.8821135759353638,0.8821135759353638,7214,0.04816639423370361,True
10048,"Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers..",1,7214,Structural Metal Preparers and Erectors,0.8978649377822876,0.8978649377822876,7214,0.06358367204666138,True
10049,"Mark reference points onto floors or face blocks and transpose them to workpieces, using measuring devices, squares, chalk, and soapstone..",1,7214,Structural Metal Preparers and Erectors,0.8730288743972778,0.8730288743972778,7214,0.04789704084396362,True
1005,"Develop or administer special projects in areas such as pay equity, savings bond programs, day care, and employee awards..",1,1212,Human Resource Managers,0.8662267327308655,0.8662267327308655,1212,0.06029468774795532,True
10050,"Set up face blocks, jigs, and fixtures..",1,7214,Structural Metal Preparers and Erectors,0.8698013424873352,0.8698013424873352,7214,0.05190342664718628,True
10051,"Remove high spots and cut bevels, using hand files, portable grinders, and cutting torches..",1,7214,Structural Metal Preparers and Erectors,0.8732408285140991,0.8732408285140991,7214,0.03814953565597534,True
10052,Direct welders to build up low spots or short pieces with weld..,1,7214,Structural Metal Preparers and Erectors,0.8827502727508545,0.8827502727508545,7214,0.06233334541320801,True
10053,"Lift or move materials and finished products, using large cranes..",1,7214,Structural Metal Preparers and Erectors,0.8864290714263916,0.8864290714263916,7214,0.06909632682800293,True
10054,"Heat-treat parts, using acetylene torches..",1,7214,Structural Metal Preparers and Erectors,0.8735422492027283,0.8735422492027283,7214,0.043862342834472656,True
10055,"Preheat workpieces to make them malleable, using hand torches or furnaces..",1,7214,Structural Metal Preparers and Erectors,0.8856090307235718,0.8856090307235718,7214,0.04750394821166992,True
10056,"Install boilers, containers, and other structures..",1,7214,Structural Metal Preparers and Erectors,0.8860448002815247,0.8860448002815247,7214,0.06437689065933228,True
10057,Erect ladders and scaffolding to fit together large assemblies..,1,7214,Structural Metal Preparers and Erectors,0.8849878311157227,0.8849878311157227,7214,0.07412856817245483,True
10058,"Observe, feel, taste, or otherwise examine products during and after processing to ensure conformance to standards..",1,8160,Food and Related Products Machine Operators,0.8722392916679382,0.8722392916679382,8160,0.04040557146072388,True
10059,"Observe temperature, humidity, pressure gauges, and product samples and adjust controls, such as thermostats and valves, to maintain prescribed operating conditions for specific stages..",1,8160,Food and Related Products Machine Operators,0.8738963007926941,0.8738963007926941,8160,0.03820526599884033,True
1006,Provide terminated employees with outplacement or relocation assistance..,1,1212,Human Resource Managers,0.8430776596069336,0.8430776596069336,1212,0.0577235221862793,True
10060,"Operate or tend equipment that roasts, bakes, dries, or cures food items such as cocoa and coffee beans, grains, nuts, and bakery products..",1,8160,Food and Related Products Machine Operators,0.8777337670326233,0.8777337670326233,8160,0.07191276550292969,True
10061,"Set temperature and time controls, light ovens, burners, driers, or roasters, and start equipment, such as conveyors, cylinders, blowers, driers, or pumps..",1,8160,Food and Related Products Machine Operators,0.8656293153762817,0.8656293153762817,8160,0.055319249629974365,True
10062,"Observe flow of materials and listen for machine malfunctions, such as jamming or spillage, and notify supervisors if corrective actions fail..",1,8160,Food and Related Products Machine Operators,0.8653830885887146,0.8653830885887146,8160,0.03673309087753296,True
10063,"Record production data, such as weight and amount of product processed, type of product, and time and temperature of processing..",1,8160,Food and Related Products Machine Operators,0.8732283115386963,0.8732283115386963,8160,0.044972896575927734,True
10064,"Weigh or measure products, using scale hoppers or scale conveyors..",1,8160,Food and Related Products Machine Operators,0.8691475987434387,0.8691475987434387,8160,0.04214125871658325,True
10065,"Read work orders to determine quantities and types of products to be baked, dried, or roasted..",1,8160,Food and Related Products Machine Operators,0.8561065793037415,0.8561065793037415,8160,0.03221935033798218,True
10066,Take product samples during or after processing for laboratory analyses..,1,8160,Food and Related Products Machine Operators,0.8793279528617859,0.8793279528617859,8160,0.044108450412750244,True
10067,"Fill or remove product from trays, carts, hoppers, or equipment, using scoops, peels, or shovels, or by hand..",1,8160,Food and Related Products Machine Operators,0.8733730912208557,0.8733730912208557,8160,0.050830066204071045,True
10068,"Open valves, gates, or chutes or use shovels to load or remove products from ovens or other equipment..",1,8160,Food and Related Products Machine Operators,0.8685199618339539,0.8685199618339539,8160,0.05950409173965454,True
10069,"Clean equipment with steam, hot water, and hoses..",1,8160,Food and Related Products Machine Operators,0.8580697774887085,0.8580697774887085,8160,0.027432262897491455,True
1007,"Contract with vendors to provide employee services, such as food service, transportation, or relocation service..",1,1212,Human Resource Managers,0.852557361125946,0.852557361125946,1212,0.06094890832901001,True
10070,"Clear or dislodge blockages in bins, screens, or other equipment, using poles, brushes, or mallets..",1,8160,Food and Related Products Machine Operators,0.8674986362457275,0.8674986362457275,8160,0.02679067850112915,True
10071,"Push racks or carts to transfer products to storage, cooling stations, or the next stage of processing..",1,8160,Food and Related Products Machine Operators,0.8749470114707947,0.8749470114707947,8160,0.043977320194244385,True
10072,Start conveyors to move roasted grain to cooling pans and agitate grain with rakes as blowers force air through perforated bottoms of pans..,1,8160,Food and Related Products Machine Operators,0.8573669791221619,0.8573669791221619,8160,0.060483455657958984,True
10073,"Smooth out products in bins, pans, trays, or conveyors, using rakes or shovels..",1,8160,Food and Related Products Machine Operators,0.8672001957893372,0.8672001957893372,8160,0.04456299543380737,True
10074,"Install equipment, such as spray units, cutting blades, or screens, using hand tools..",1,8160,Food and Related Products Machine Operators,0.8631373643875122,0.8631373643875122,8160,0.03767579793930054,True
10075,"Test products for moisture content, using moisture meters..",1,8160,Food and Related Products Machine Operators,0.8570439219474792,0.8570439219474792,8160,0.02981668710708618,True
10076,Signal coworkers to synchronize flow of materials..,1,8160,Food and Related Products Machine Operators,0.8609117865562439,0.8609117865562439,8160,0.034754395484924316,True
10078,Measure and inspect machined parts to ensure conformance to product specifications..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8884809017181396,0.8884809017181396,7223,0.009002208709716797,True
10079,Read work orders or blueprints to determine specified tolerances and sequences of operations for machine setup..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8800533413887024,0.8800533413887024,7223,0.002377450466156006,True
1008,Conduct orientation sessions and arrange on-the-job training for new hires..,1,2424,Training and Staff Development Professionals,0.8668396472930908,0.8668396472930908,2424,0.06898117065429688,True
10080,"Start machines to produce sample workpieces, and observe operations to detect machine malfunctions and to verify that machine setups conform to specifications..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8895242214202881,0.8895242214202881,7223,0.0217018723487854,True
10081,Remove dies from machines when production runs are finished..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8676725625991821,0.8676725625991821,7221,0.010349690914154053,True
10082,Turn handles or knobs to set pressures and depths of ram strokes and to synchronize machine operations..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8711693286895752,0.8711693286895752,7221,0.0032680630683898926,True
10083,Confer with other workers about machine setups and operational specifications..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8667626976966858,0.8667626976966858,7223,0.0027570128440856934,True
10084,"Repair, maintain, and replace parts on dies..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8797046542167664,0.8797046542167664,7221,0.0041561126708984375,True
10085,"Set up, operate, or tend presses and forging machines to perform hot or cold forging by flattening, straightening, bending, cutting, piercing, or other operations to taper, shape, or form metal..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8827007412910461,0.8827007412910461,7221,0.0182647705078125,True
10086,Position and move metal wires or workpieces through a series of dies that compress and shape stock to form die impressions..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8828979134559631,0.8828979134559631,7221,0.023980140686035156,True
10087,"Install, adjust, and remove dies, synchronizing cams, forging hammers, and stop guides, using overhead cranes or other hoisting devices, and hand tools..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8677310347557068,0.8677310347557068,7221,0.004559457302093506,True
10088,"Select, align, and bolt positioning fixtures, stops, and specified dies to rams and anvils, forging rolls, or presses and hammers..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8827650547027588,0.8827650547027588,7221,0.029030919075012207,True
10089,Trim and compress finished forgings to specified tolerances..,1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.886092483997345,0.886092483997345,7221,0.025771260261535645,True
1009,"Evaluate instructor performance and the effectiveness of training programs, providing recommendations for improvement..",1,2424,Training and Staff Development Professionals,0.8701682686805725,0.8701682686805725,2424,0.06206899881362915,True
10090,"Sharpen cutting tools and drill bits, using bench grinders..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8742175698280334,0.8742175698280334,7221,0.001139819622039795,True
10091,"Adjust and correct machine set-ups to reduce thicknesses, reshape products, and eliminate product defects..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8605732917785645,0.8605732917785645,7223,0.009829342365264893,True
10092,Monitor machine cycles and mill operation to detect jamming and to ensure that products conform to specifications..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8566380739212036,0.8566380739212036,7223,0.0017375946044921875,True
10093,"Examine, inspect, and measure raw materials and finished products to verify conformance to specifications..",1,7213,Sheet Metal Workers,0.8560179471969604,0.8560179471969604,7213,0.002281785011291504,True
10094,"Read rolling orders, blueprints, and mill schedules to determine setup specifications, work sequences, product dimensions, and installation procedures..",1,7223,Metal Working Machine Tool Setters and  Operators,0.835533618927002,0.835533618927002,7223,0.005305469036102295,True
10095,"Manipulate controls and observe dial indicators to monitor, adjust, and regulate speeds of machine mechanisms..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8597662448883057,0.8597662448883057,7223,0.017595350742340088,True
10096,"Start operation of rolling and milling machines to flatten, temper, form, and reduce sheet metal sections and to produce steel strips..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8393125534057617,0.8393125534057617,7223,0.0073642730712890625,True
10097,"Set distance points between rolls, guides, meters, and stops, according to specifications..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8209248185157776,0.8209248185157776,7223,0.0145186185836792,True
10098,"Thread or feed sheets or rods through rolling mechanisms, or start and control mechanisms that automatically feed steel into rollers..",1,7223,Metal Working Machine Tool Setters and  Operators,0.824131190776825,0.824131190776825,7223,0.010118961334228516,True
10099,"Position, align, and secure arbors, spindles, coils, mandrels, dies, and slitting knives..",1,7223,Metal Working Machine Tool Setters and  Operators,0.85547935962677,0.85547935962677,7223,0.006669282913208008,True
101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts..",1,2424,Training and Staff Development Professionals,0.8778606653213501,0.8778606653213501,2424,0.040929555892944336,True
1010,Develop testing and evaluation procedures..,1,2424,Training and Staff Development Professionals,0.8723533749580383,0.8723533749580383,2424,0.048005640506744385,True
10100,"Direct and train other workers to change rolls, operate mill equipment, remove coils and cobbles, and band and load material..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8253158330917358,0.8253158330917358,7223,0.0012537240982055664,True
10101,"Fill oil cups, adjust valves, and observe gauges to control flow of metal coolants and lubricants onto workpieces..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8477779030799866,0.8477779030799866,7223,0.013792335987091064,True
10102,Record mill production on schedule sheets..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8310446739196777,0.8310446739196777,7223,0.009197056293487549,True
10103,"Install equipment such as guides, guards, gears, cooling equipment, and rolls, using hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8382337093353271,0.8382337093353271,7223,0.010348975658416748,True
10104,"Signal and assist other workers to remove and position equipment, fill hoppers, and feed materials into machines..",1,9329,Manufacturing Labourers Not Elsewhere Classified,0.8404394388198853,0.8404394388198853,9329,0.0038055777549743652,True
10105,Calculate draft space and roll speed for each mill stand to plan rolling sequences and specified dimensions and tempers..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8131007552146912,0.8131007552146912,7223,0.005941867828369141,True
10106,"Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabricate products..",1,7213,Sheet Metal Workers,0.8295425176620483,0.8295425176620483,7213,0.0018790960311889648,True
10107,Activate shears and grinders to trim workpieces..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8661419153213501,0.8661419153213501,7223,0.02651125192642212,True
10108,"Remove scratches and polish roll surfaces, using polishing stones and electric buffers..",1,8122,"Metal Finishing, Plating and Coating Machine Operators",0.8352742195129395,0.8352742195129395,8122,0.011773765087127686,True
10109,"Disassemble sizing mills removed from rolling lines, and sort and store parts..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8376783132553101,0.8376783132553101,7223,0.00542682409286499,True
1011,Conduct or arrange for ongoing technical training and personal development classes for staff members..,1,2424,Training and Staff Development Professionals,0.8803960680961609,0.8803960680961609,2424,0.06759053468704224,True
10110,"Measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8791588544845581,0.8791588544845581,7223,0.023407936096191406,True
10111,"Examine completed workpieces for defects, such as chipped edges or marred surfaces and sort defective pieces according to types of flaws..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8783289790153503,0.8783289790153503,7223,0.026443898677825928,True
10112,"Read work orders or production schedules to determine specifications, such as materials to be used, locations of cutting lines, or dimensions and tolerances..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8640706539154053,0.8640706539154053,7223,0.024279773235321045,True
10113,"Load workpieces, plastic material, or chemical solutions into machines..",1,7223,Metal Working Machine Tool Setters and  Operators,0.855449378490448,0.855449378490448,7223,0.004833638668060303,True
10114,"Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8687706589698792,0.8687706589698792,7223,0.033242225646972656,True
10115,"Start machines, monitor their operations, and record operational data..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8716171383857727,0.8716171383857727,7223,0.02271193265914917,True
10116,"Test and adjust machine speeds or actions, according to product specifications, using gauges and hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8839935064315796,0.8839935064315796,7223,0.04134315252304077,True
10117,"Install, align, and lock specified punches, dies, cutting blades, or other fixtures in rams or beds of machines, using gauges, templates, feelers, shims, and hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8626477122306824,0.8626477122306824,7223,0.014063417911529541,True
10118,Clean and lubricate machines..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8569031953811646,0.8569031953811646,7223,0.02134913206100464,True
10119,"Position, align, and secure workpieces against fixtures or stops on machine beds or on dies..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8755171298980713,0.8755171298980713,7223,0.02179110050201416,True
1012,"Confer with management and conduct surveys to identify training needs based on projected production processes, changes, and other factors..",1,2424,Training and Staff Development Professionals,0.8608160614967346,0.8608160614967346,2424,0.05759209394454956,True
10120,"Scribe reference lines on workpieces as guides for cutting operations, according to blueprints, templates, sample parts, or specifications..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8699504137039185,0.8699504137039185,7223,0.03061234951019287,True
10121,"Set blade tensions, heights, and angles to perform prescribed cuts, using wrenches..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8635901808738708,0.8635901808738708,7223,0.03205519914627075,True
10122,"Adjust ram strokes of presses to specified lengths, using hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8597861528396606,0.8597861528396606,7223,0.01532125473022461,True
10123,"Place workpieces on cutting tables, manually or using hoists, cranes, or sledges..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8510919809341431,0.8510919809341431,7223,0.023211002349853516,True
10124,"Position guides, stops, holding blocks, or other fixtures to secure and direct workpieces, using hand tools and measuring devices..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8773166537284851,0.8773166537284851,7223,0.024595022201538086,True
10125,Thread ends of metal coils from reels through slitters and secure ends on recoilers..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8510740399360657,0.8510740399360657,7223,0.02100735902786255,True
10126,Turn valves to start flow of coolant against cutting areas or to start airflow that blows cuttings away from kerfs..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8471179008483887,0.8471179008483887,7223,0.02123945951461792,True
10127,"Set stops on machine beds, change dies, and adjust components, such as rams or power presses, when making multiple or successive passes..",1,7223,Metal Working Machine Tool Setters and  Operators,0.855023980140686,0.855023980140686,7223,0.03780257701873779,True
10128,Lubricate workpieces with oil..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8638232350349426,0.8638232350349426,7223,0.021544218063354492,True
10129,"Replace defective blades or wheels, using hand tools..",1,7223,Metal Working Machine Tool Setters and  Operators,0.876883327960968,0.876883327960968,7223,0.027603745460510254,True
1013,"Develop and organize training manuals, multimedia visual aids, and other educational materials..",1,2424,Training and Staff Development Professionals,0.8739798665046692,0.8739798665046692,2424,0.04967808723449707,True
10130,Mark identifying data on workpieces..,1,7223,Metal Working Machine Tool Setters and  Operators,0.8752672672271729,0.8752672672271729,7223,0.02576589584350586,True
10131,"Turn controls to set cutting speeds, feed rates, or table angles for specified operations..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8715696334838867,0.8715696334838867,7223,0.030335724353790283,True
10132,"Plan sequences of operations, applying knowledge of physical properties of workpiece materials..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8816230297088623,0.8816230297088623,7223,0.03144341707229614,True
10133,"Hand-form, cut, or finish workpieces, using tools such as table saws, hand sledges, or anvils..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8619798421859741,0.8619798421859741,7223,0.018587350845336914,True
10134,"Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8592678904533386,0.8592678904533386,7223,0.018175363540649414,True
10135,"Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes..",1,7223,Metal Working Machine Tool Setters and  Operators,0.8675169348716736,0.8675169348716736,7223,0.01615053415298462,True
